"","Raw.genus","Raw.species"
"2450","Sphecomyrmodes","Sphecomyrmodes spiralis"
"2451","Proceratium","Proceratium sokoke"
"2452","Stenamma","Stenamma andersoni"
"2453","Epimyrma",""
"2454","Messor","Messor mcarthuri"
"2455","Pheidole","Pheidole lamancha"
"2456","Paraphaenogaster","Paraphaenogaster schindleri"
"2457","Monomorium","Monomorium micula"
"2458","Monomorium","Monomorium talbotae"
"2459","Formica","Formica cunicularia"
"2460","Dacetinops",""
"2461","Brachymyrmex","Brachymyrmex brevicornoeides"
"2462","Brachymyrmex","Brachymyrmex santschii"
"2463","Polyrhachis","Polyrhachis fulgens"
"2464","Vollenhovia","Vollenhovia brevicornis"
"2465","Mycocepurus","Mycocepurus tardus"
"2466","Anochetus","Anochetus brevis"
"2467","Pachycondyla","Pachycondyla rufipes"
"2468","Strumigenys","Strumigenys lanuginosa"
"2469","Proceratium","Proceratium arnoldi"
"2470","Leptogenys","Leptogenys pusilla"
"2471","Pheidole","Pheidole godmani"
"2472","Pheidole","Pheidole lokitae"
"2473","Tetramorium","Tetramorium phasias"
"2474","Acanthomyops","Acanthomyops mexicanus"
"2475","Streblognathus",""
"2476","Crematogaster","Crematogaster pallipes"
"2477","Crematogaster","Crematogaster subcircularis"
"2478","Crematogaster","Crematogaster crinosa"
"2479","Pogonomyrmex","Pogonomyrmex imberbiculus"
"2480","Paratrechina","Paratrechina weissi"
"2481","Myrmoteras","Myrmoteras elfeorum"
"2482","Camponotus","Camponotus renggeri"
"2483","Azteca","Azteca forelii"
"2484","Pheidole","Pheidole radoszkowskii"
"2485","Brachymyrmex","Brachymyrmex australis"
"2486","Crematogaster","Crematogaster africana"
"2487","Aphaenogaster","Aphaenogaster mediterrae"
"2488","Cataglyphis","Cataglyphis agostii"
"2489","Polyrhachis","Polyrhachis sericata"
"2490","Calyptomyrmex","Calyptomyrmex loweryi"
"2491","Iridomyrmex","Iridomyrmex iniquus"
"2492","Eciton","Eciton opacithorax"
"2493","Leptothorax","Leptothorax nigriceps"
"2494","Strumigenys","Strumigenys epelys"
"2495","Stenamma","Stenamma cusuco"
"2496","Pseudomyrmex","Pseudomyrmex obtusus"
"2497","Camponotus","Camponotus atlantis"
"2498","Monomorium","Monomorium termitarium"
"2499","Monomorium","Monomorium sechellense"
"2500","Formica","Formica forsslundi"
"2501","Bothriomyrmex","Bothriomyrmex breviceps"
"2502","Anonychomyrma","Anonychomyrma dimorpha"
"2503","Myrmecocystus","Myrmecocystus tenuinodis"
"2504","Axinidris","Axinidris kinoin"
"2505","Meranoplus","Meranoplus magrettii"
"2506","Tetheamyrma","Tetheamyrma subspongia"
"2507","Anoplolepis","Anoplolepis melanaria"
"2508","Formicoxenus","Formicoxenus chamberlini"
"2509","Aenictus","Aenictus rhodiensis"
"2510","Polyrhachis","Polyrhachis ralumensis"
"2511","Strumigenys","Strumigenys nimbrata"
"2512","Myrmicaria","Myrmicaria foreli"
"2513","Cylindromyrmex","Cylindromyrmex godmani"
"2514","Leptothorax","Leptothorax fuscatus"
"2515","Crematogaster","Crematogaster magitae"
"2516","Crematogaster","Crematogaster ashmeadi"
"2517","Myopopone","Myopopone castanea"
"2518","Trachymyrmex","Trachymyrmex holmgreni"
"2519","Metapone","Metapone hewitti"
"2520","Diplomorium",""
"2521","Lioponera","Lioponera clarki"
"2522","Mesoponera","Mesoponera australis"
"2523","Camponotus","Camponotus misturus"
"2524","Camponotus","Camponotus fumidus"
"2525","Camponotus","Camponotus cerberulus"
"2526","Dorylus","Dorylus kohli"
"2527","Phrynoponera","Phrynoponera pulchella"
"2528","Camponotus","Camponotus polyrhachioides"
"2529","Pheidole","Pheidole charazana"
"2530","Paraparatrechina","Paraparatrechina gnoma"
"2531","Cataglyphis","Cataglyphis israelensis"
"2532","Cataglyphis","Cataglyphis bazoftensis"
"2533","Myrmecina","Myrmecina opaciventris"
"2534","Pseudolasius","Pseudolasius overbecki"
"2535","Cyphomyrmex","Cyphomyrmex flavidus"
"2536","Aphaenogaster","Aphaenogaster poultoni"
"2537","Megalomyrmex","Megalomyrmex gnomus"
"2538","Megalomyrmex","Megalomyrmex glaesarius"
"2539","Polyrhachis","Polyrhachis ignota"
"2540","Pachycondyla","Pachycondyla laevissima"
"2541","Technomyrmex","Technomyrmex ilgi"
"2542","Strumigenys","Strumigenys anderseni"
"2543","Strumigenys","Strumigenys hemichlaena"
"2544","Lepisiota","Lepisiota gerardi"
"2545","Pyramica","Pyramica archboldi"
"2546","Pyramica","Pyramica dotaja"
"2547","Rhytidoponera","Rhytidoponera foreli"
"2548","Rhytidoponera","Rhytidoponera cristata"
"2549","Pheidole","Pheidole distorta"
"2550","Pheidole","Pheidole hewitti"
"2551","Pheidole","Pheidole termitophila"
"2552","Crematogaster","Crematogaster rugosior"
"2553","Crematogaster","Crematogaster inermis"
"2554","Plectroctena","Plectroctena minor"
"2555","Formica","Formica paralugubris"
"2556","Camponotus","Camponotus planus"
"2557","Camponotus","Camponotus mystaceus"
"2558","Camponotus","Camponotus gilviceps"
"2559","Camponotus","Camponotus reticulatus"
"2560","Camponotus","Camponotus macilentus"
"2561","Dolichoderus","Dolichoderus germaini"
"2562","Odontomachus","Odontomachus ruficeps"
"2563","Crematogaster","Crematogaster peringueyi"
"2564","Crematogaster","Crematogaster limata"
"2565","Messor","Messor julianus"
"2566","Leptothorax","Leptothorax flavispinus"
"2567","Pheidole","Pheidole caltrop"
"2568","Eciton","Eciton pseudops"
"2569","Pheidole","Pheidole harlequina"
"2570","Polyrhachis","Polyrhachis mamba"
"2571","Epixenus","Epixenus biroi"
"2572","Eciton","Eciton marginatum"
"2573","Tetramorium","Tetramorium blochmanni"
"2574","Adelomyrmex","Adelomyrmex coco"
"2575","Acropyga","Acropyga glaesaria"
"2576","Tapinoma","Tapinoma magnum"
"2577","Carebara","Carebara kabosy"
"2578","Carebara","Carebara hiragasy"
"2579","Crematogaster","Crematogaster mosis"
"2580","Nylanderia","Nylanderia metacista"
"2581","Pheidole","Pheidole manantenina"
"2582","Pheidole","Pheidole glabra"
"2583","Pheidole","Pheidole havoana"
"2584","Formica","Formica rufibarbis"
"2585","Aenictogiton","Aenictogiton attenuatus"
"2586","Apterostigma","Apterostigma gibbum"
"2587","Meranoplus","Meranoplus pubescens"
"2588","Meranoplus","Meranoplus laeviventris"
"2589","Dorylus","Dorylus fuscipennis"
"2590","Polyrhachis","Polyrhachis scutulata"
"2591","Polyrhachis","Polyrhachis denticulata"
"2592","Vollenhovia","Vollenhovia satoi"
"2593","Strumigenys","Strumigenys deuteras"
"2594","Proceratium","Proceratium australe"
"2595","Plagiolepis","Plagiolepis jouberti"
"2596","Plagiolepis","Plagiolepis squamulosa"
"2597","Rhytidoponera","Rhytidoponera arborea"
"2598","Pheidole","Pheidole latinoda"
"2599","Pheidole","Pheidole parva"
"2600","Tetramorium","Tetramorium flabellum"
"2601","Tetramorium","Tetramorium laevithorax"
"2602","Tetramorium","Tetramorium depressiceps"
"2603","Leptothorax","Leptothorax brasiliensis"
"2604","Myopias",""
"2605","Crematogaster","Crematogaster corporaali"
"2606","Cataulacus","Cataulacus mocquerysi"
"2607","Cerapachys","Cerapachys marginatus"
"2608","Platythyrea","Platythyrea dentinodis"
"2609","Camponotus","Camponotus binghamii"
"2610","Camponotus","Camponotus olivieri"
"2611","Camponotus","Camponotus difformis"
"2612","Dolichoderus","Dolichoderus extensispinus"
"2613","Dolichoderus","Dolichoderus ghilianii"
"2614","Lasius","Lasius japonicus"
"2615","Cephalotes","Cephalotes lenca"
"2616","Pheidole","Pheidole floridana"
"2617","Leptogenys","Leptogenys roberti"
"2618","Monomorium","Monomorium atomum"
"2619","Ochetellus","Ochetellus glaber"
"2620","Monomorium","Monomorium inusuale"
"2621","Pheidole","Pheidole carinote"
"2622","Pseudectatomma","Pseudectatomma eocenica"
"2623","Adelomyrmex","Adelomyrmex nortenyo"
"2624","Pachycondyla","Bothroponera laevissima"
"2625","Tetramorium","Tetramorium mpala"
"2626","Strumigenys","Strumigenys glenognatha"
"2627","Strumigenys","Strumigenys erynnes"
"2628","Pheidole","Pheidole ranohirensis"
"2629","Technomyrmex","Technomyrmex albicoxis"
"2630","Pristomyrmex","Pristomyrmex elmesi"
"2631","Monomorium","Monomorium micron"
"2632","Messor","Messor angularis"
"2633","Polyrhachis","Polyrhachis militaris"
"2634","Pachycondyla","Pachycondyla exarata"
"2635","Cheliomyrmex","Cheliomyrmex audax"
"2636","Rhopalothrix","Rhopalothrix kusnezovi"
"2637","Lepisiota","Lepisiota kabulica"
"2638","Lepisiota","Lepisiota nigrescens"
"2639","Pheidole","Pheidole templaria"
"2640","Pheidole","Pheidole carrolli"
"2641","Podomyrma","Podomyrma elongata"
"2642","Tetramorium","Tetramorium nursei"
"2643","Tetramorium","Tetramorium brevispinosum"
"2644","Crematogaster","Crematogaster angusticeps"
"2645","Crematogaster","Crematogaster wasmanni"
"2646","Crematogaster","Crematogaster mucronata"
"2647","Paratrechina","Paratrechina parvula"
"2648","Lasius",""
"2649","Myrmoteras","Myrmoteras nicoletteae"
"2650","Epimyrma","Epimyrma ravouxi"
"2651","Tetramorium","Tetramorium hippocratis"
"2652","Epitritus",""
"2653","Camponotus","Camponotus scratius"
"2654","Camponotus","Camponotus fastigatus"
"2655","Camponotus","Camponotus mozabensis"
"2656","Camponotus","Camponotus adenensis"
"2657","Camponotus","Camponotus vulpus"
"2658","Azteca","Azteca lucida"
"2659","Lasius","Lasius paralienus"
"2660","Lachnomyrmex","Lachnomyrmex plaumanni"
"2661","Pheidole","Pheidole triconstricta"
"2662","Odontophotopsis","Odontophotopsis bellona"
"2663","Probolomyrmex","Probolomyrmex vieti"
"2664","Crematogaster","Crematogaster sotobosque"
"2665","Protopone","Protopone oculata"
"2666","Stenamma","Stenamma expolitico"
"2667","Camponotus","Camponotus amaurus"
"2668","Tetramorium","Tetramorium venator"
"2669","Stenamma","Stenamma ochrocnemis"
"2670","Stenamma",""
"2671","Pachycondyla","Pachycondyla succedanea"
"2672","Cryptomyrmex","Cryptomyrmex longinodus"
"2673","Pheidole","Pheidole zavamanira"
"2674","Aphaenogaster","Aphaenogaster striativentris"
"2675","Aphaenogaster","Aphaenogaster campana"
"2676","Aphaenogaster","Aphaenogaster osimensis"
"2677","Messor","Messor luebberti"
"2678","Dorylus","Dorylus brevis"
"2679","Dorylus","Dorylus kohli"
"2680","Polyrhachis","Polyrhachis curta"
"2681","Polyrhachis","Polyrhachis weissi"
"2682","Diacamma","Diacamma longitudinale"
"2683","Strumigenys","Strumigenys wheeleri"
"2684","Leptogenys","Leptogenys pompiloides"
"2685","Leptogenys","Leptogenys darlingtoni"
"2686","Leptogenys","Leptogenys nebra"
"2687","Pheidole","Pheidole innotata"
"2688","Tetramorium","Tetramorium turneri"
"2689","Tetramorium","Tetramorium sepultum"
"2690","Leptothorax","Leptothorax nigritus"
"2691","Myopias","Myopias tenuis"
"2692","Crematogaster","Crematogaster longipilosa"
"2693","Pogonomyrmex","Pogonomyrmex rugosus"
"2694","Dorymyrmex","Dorymyrmex pyramicus"
"2695","Procryptocerus","Procryptocerus mayri"
"2696","Hypoponera","Hypoponera occidentalis"
"2697","Neivamyrmex","Neivamyrmex humilis"
"2698","Neivamyrmex","Neivamyrmex crassiscapus"
"2699","Echinopla","Echinopla lineata"
"2700","Pseudomyrmex","Pseudomyrmex alternans"
"2701","Zasphinctus","Zasphinctus cedaris"
"2702","Fulakora","Fulakora wilsoni"
"2703","Camponotus","Camponotus eremicus"
"2704","Camponotus","Camponotus macilentus"
"2705","Camponotus","Camponotus sexguttatus"
"2706","Solenopsis","Solenopsis albidula"
"2707","Cephalotes","Cephalotes jansei"
"2708","Tapinoma","Tapinoma erraticum"
"2709","Solenopsis","Solenopsis orbula"
"2710","Crematogaster","Crematogaster scutellaris"
"2711","Aphaenogaster","Aphaenogaster famelica"
"2712","Strumigenys","Strumigenys charino"
"2713","Strumigenys","Strumigenys finator"
"2714","Octostruma","Octostruma trithrix"
"2715","Hypoponera","Hypoponera comis"
"2716","Cyphomyrmex","Cyphomyrmex morschi"
"2717","Pheidole","Pheidole demeter"
"2718","Megalomyrmex","Megalomyrmex mondaboroides"
"2719","Pheidole","Pheidole napoensis"
"2720","Ponera","Ponera dulcis"
"2721","Pheidole","Pheidole brachyops"
"2722","Octostruma","Octostruma megabalzani"
"2723","Dolichoderus","Dolichoderus dlusskyi"
"2724","Prionopelta","Prionopelta subtilis"
"2725","Prionopelta","Prionopelta talos"
"2726","Tapinoma","Tapinoma erraticum"
"2727","Paratrechina","Paratrechina myops"
"2728","Aenictus","Aenictus nuchiti"
"2729","Camponotus","Camponotus barbaricus"
"2730","Monomorium","Monomorium hannonis"
"2731","Discothyrea","Discothyrea crassicornis"
"2732","Anonychomyrma","Anonychomyrma nitidiceps"
"2733","Notoncus","Notoncus spinisquamis"
"2734","Stenamma","Stenamma berendti"
"2735","Dorylus","Dorylus spininodis"
"2736","Polyrhachis","Polyrhachis diaphanta"
"2737","Tetraponera","Tetraponera thagatensis"
"2738","Pachycondyla","Pachycondyla villosa"
"2739","Probolomyrmex","Probolomyrmex boliviensis"
"2740","Technomyrmex","Technomyrmex gowdeyi"
"2741","Strumigenys","Strumigenys pretoriae"
"2742","Proceratium","Proceratium californicum"
"2743","Leptogenys","Leptogenys stuhlmanni"
"2744","Rhytidoponera","Rhytidoponera rufonigra"
"2745","Pheidole","Pheidole barbata"
"2746","Pheidole","Pheidole exarata"
"2747","Pheidole","Pheidole wheelerorum"
"2748","Tetramorium","Tetramorium ruginode"
"2749","Tetramorium","Tetramorium yarthiellum"
"2750","Tetramorium","Tetramorium gracile"
"2751","Crematogaster","Crematogaster rivai"
"2752","Crematogaster","Crematogaster schultzei"
"2753","Crematogaster","Crematogaster dorsidens"
"2754","Iridomyrmex","Iridomyrmex spadius"
"2755","Gesomyrmex",""
"2756","Polyergus","Polyergus lucidus"
"2757","Megaponera",""
"2758","Camponotus","Camponotus keihitoi"
"2759","Solenopsis","Solenopsis castor"
"2760","Rogeria","Rogeria scandens"
"2761","Leptogenys","Leptogenys diminuta"
"2762","Philidris","Philidris nagasau"
"2763","Trachymyrmex","Trachymyrmex jamaicensis"
"2764","Crematogaster","Crematogaster acaciae"
"2765","Temnothorax","Temnothorax rudis"
"2766","Azteca","Azteca nanogyna"
"2767","Myrmecina","Myrmecina inaequala"
"2768","Pheidole","Pheidole eparmata"
"2769","Sphinctomyrmex",""
"2770","Octostruma","Octostruma planities"
"2771","Wadeura","Wadeura haskinsi"
"2772","Cataglyphoides","Camponotus constrictus"
"2773","Tapinoma","Tapinoma voeltzkowi"
"2774","Plagiolepis","Plagiolepis boltoni"
"2775","Stenamma","Stenamma pelophilum"
"2776","Polyrhachis","Polyrhachis circumdata"
"2777","Nesomyrmex","Nesomyrmex gracilis"
"2778","Strumigenys","Strumigenys hadrodens"
"2779","Melophorus","Melophorus fulvidus"
"2780","Strumigenys","Strumigenys economoi"
"2781","Temnothorax","Temnothorax serviculus"
"2782","Indomyrma","Indomyrma dasypyx"
"2783","Formica",""
"2784","Decamorium","Decamorium uelense"
"2785","Pristomyrmex","Pristomyrmex fuscipennis"
"2786","Sericomyrmex","Sericomyrmex beniensis"
"2787","Linepithema","Linepithema humile"
"2788","Oecophylla","Oecophylla bartoniana"
"2789","Aenictus","Aenictus rougieri"
"2790","Polyrhachis","Polyrhachis andrei"
"2791","Polyrhachis","Polyrhachis aspasia"
"2792","Mycocepurus","Mycocepurus goeldii"
"2793","Pachycondyla","Pachycondyla astuta"
"2794","Pyramica","Pyramica fridericimuelleri"
"2795","Rhytidoponera","Rhytidoponera flavipes"
"2796","Rhytidoponera","Rhytidoponera aquila"
"2797","Rhytidoponera","Rhytidoponera aciculata"
"2798","Epelysidris","Epelysidris brocha"
"2799","Pheidole","Pheidole jujuyensis"
"2800","Pheidole","Pheidole victoris"
"2801","Overbeckia",""
"2802","Tetramorium","Tetramorium schmidti"
"2803","Tetramorium","Tetramorium schaufussii"
"2804","Tetramorium","Tetramorium urbanii"
"2805","Cataulacus","Cataulacus weissi"
"2806","Iridomyrmex","Iridomyrmex luteoclypeatus"
"2807","Tranopelta",""
"2808","Platythyrea","Platythyrea dentinodis"
"2809","Gnamptogenys","Gnamptogenys fieldi"
"2810","Pseudomyrmex","Pseudomyrmex distinctus"
"2811","Heteroponera","Heteroponera microps"
"2812","Ponera",""
"2813","Camponotus","Camponotus pellarius"
"2814","Camponotus","Camponotus fugax"
"2815","Ponera","Ponera szentivanyi"
"2816","Myrmecia","Myrmecia petiolata"
"2817","Pheidole","Pheidole cubaensis"
"2818","Formica","Formica dolosa"
"2819","Pheidole","Pheidole alexeter"
"2820","Camponotus","Camponotus longifacies"
"2821","Camponotus","Camponotus maritimus"
"2822","Pheidole","Pheidole agricola"
"2823","Atopomyrmex","Atopomyrmex mocquerysi"
"2824","Leptothorax","Leptothorax interruptus"
"2825","Pheidole","Pheidole leptina"
"2826","Eciton","Eciton humile"
"2827","Cyrtopone","Cyrtopone curiosa"
"2828","Lasius","Lasius casevitzi"
"2829","Eoformica","Eoformica brevipetiola"
"2830","Calyptomyrmex","Calyptomyrmex wittmeri"
"2831","Acanthomyrmex","Acanthomyrmex humilis"
"2832","Stenamma","Stenamma llama"
"2833","Echinopla","Echinopla madli"
"2834","Melophorus","Melophorus solitudinis"
"2835","Leptothorax","Leptothorax flavicornis"
"2836","Tanipone",""
"2837","Ponera","Ponera indica"
"2838","Carebara","Carebara placida"
"2839","Discothyrea","Discothyrea gaia"
"2840","Thanacomyrmex","Thanacomyrmex hoffeinsorum"
"2841","Monomorium","Monomorium macrops"
"2842","Monomorium","Monomorium algiricum"
"2843","Formica","Formica manni"
"2844","Dacetinops","Dacetinops solivagus"
"2845","Aenictus","Aenictus eugenii"
"2846","Polyrhachis","Polyrhachis geometrica"
"2847","Myrmica","Myrmica brevispinosa"
"2848","Tetraponera","Tetraponera microcarpa"
"2849","Pheidole","Pheidole gatesi"
"2850","Pheidole","Pheidole roberti"
"2851","Pheidole","Pheidole constanciae"
"2852","Tetramorium","Tetramorium zonacaciae"
"2853","Myopias","Myopias media"
"2854","Crematogaster","Crematogaster hespera"
"2855","Cerapachys","Cerapachys typhlus"
"2856","Pseudomyrmex","Pseudomyrmex schuppi"
"2857","Pseudomyrmex","Pseudomyrmex spiculus"
"2858","Camponotus","Camponotus callistus"
"2859","Camponotus","Camponotus peseshus"
"2860","Camponotus","Camponotus donisthorpei"
"2861","Solenopsis","Solenopsis banyulensis"
"2862","Lasius","Lasius turcicus"
"2863","Cephalotes","Cephalotes fossithorax"
"2864","Camponotus","Camponotus prostans"
"2865","Strumigenys","Strumigenys lacunosa"
"2866","Pheidole","Pheidole spininodis"
"2867","Crematogaster","Crematogaster castanea"
"2868","Aphaenogaster","Aphaenogaster testaceopilosa"
"2869","Formica","Formica cunicularia"
"2870","Odontomachus","Odontomachus haematodes"
"2871","Pheidole","Pheidole mosenopsis"
"2872","Polyrhachis","Polyrhachis minima"
"2873","Eurhopalothrix","Eurhopalothrix guadeloupensis"
"2874","Monomorium","Monomorium elghazalyi"
"2875","Strumigenys","Strumigenys stauroma"
"2876","Dorymyrmex","Dorymyrmex bureni"
"2877","Monomorium","Monomorium carbonarium"
"2878","Monomorium","Monomorium santschii"
"2879","Formica","Formica pallidefulva"
"2880","Cyphomyrmex","Cyphomyrmex bruchi"
"2881","Aphaenogaster","Aphaenogaster sicula"
"2882","Stenamma","Stenamma diecki"
"2883","Tapinoma","Tapinoma pygmaeum"
"2884","Formicoxenus","Formicoxenus quebecensis"
"2885","Polyrhachis","Polyrhachis olena"
"2886","Polyrhachis","Polyrhachis bicolor"
"2887","Polyrhachis","Polyrhachis phalerata"
"2888","Tetraponera","Tetraponera plicatidens"
"2889","Anochetus","Anochetus chirichinii"
"2890","Strumigenys","Strumigenys faurei"
"2891","Proceratium","Proceratium goliath"
"2892","Plagiolepis","Plagiolepis fuscula"
"2893","Pheidole","Pheidole tijucana"
"2894","Tetramorium","Tetramorium metactum"
"2895","Tetramorium","Tetramorium nodiferum"
"2896","Crematogaster","Crematogaster abstinens"
"2897","Cataulacus","Cataulacus tardus"
"2898","Pogonomyrmex","Pogonomyrmex naegelii"
"2899","Neivamyrmex","Neivamyrmex fuscipennis"
"2900","Forelius","Forelius grandis"
"2901","Camponotus","Camponotus satan"
"2902","Camponotus","Camponotus sexguttatus"
